# Here we have digitized Fig. 5.4 of Stefans Diss.
# For each threshold we will give the histogram points.
# Threshold: 4.75
# nSpots, rel counts
0.5335968379447991, 0.18705035971221573
1.5296442687747742, 0.6235011990407588
2.5256916996047565, 0.9160671462829695
3.4505928853754497, 0.8537170263788918
4.517786561264707, 0.6474820143884812
5.513833992094689, 0.4460431654676149
6.509881422924671, 0.20623501199039307
7.5059288537546465, 0.09112709832132682
8.501976284584629, 0.023980815347704798
9.498023715414611, 0.00959232613907135
10.565217391303868, 0.004796163069527459
