# Here we have digitized Fig. 5.4 of Stefans Diss.
# For each threshold we will give the histogram points.
# Threshold: 3.50
# nSpots, rel counts
22.422680412372202, 0.00959232613908867
25.51546391752686, 0.023980815347721895
28.6082474226815, 0.09112709832134291
31.701030927836158, 0.25899280575539574
34.48453608247536, 0.460431654676259
37.57731958763, 0.7386091127098323
40.67010309278464, 0.8153477218225422
43.45360824742383, 0.8249400479616309
46.54639175257849, 0.7290167865707435
49.32989690721766, 0.4700239808153478
52.4226804123723, 0.20623501199040772
55.51546391752697, 0.10551558752997603
58.608247422681615, 0.02877697841726623
61.3917525773208, 0.014388489208633226
64.48453608247544, 0.004796163069544335
67.26804123711463, 0.004796163069544335
