# Here we have digitized Fig. 5.4 of Stefans Diss.
# For each threshold we will give the histogram points.
# Threshold: 3.25
# nSpots, rel counts
43.4951456310671, 0.004796163069544335
46.601941747572056, 0.00959232613908867
49.32038834951389, 0.043165467625899345
52.42718446601884, 0.07673860911270991
55.14563106796068, 0.16786570743405282
58.25242718446563, 0.31175059952038375
61.35922330097057, 0.5563549160671464
64.46601941747554, 0.7050359712230219
67.57281553398049, 0.7817745803357317
70.67961165048543, 0.8201438848920866
73.39805825242726, 0.7338129496402879
76.50485436893223, 0.5323741007194247
79.61165048543717, 0.39808153477218233
82.71844660194213, 0.22062350119904084
85.43689320388397, 0.10551558752997603
88.54368932038892, 0.05755395683453235
91.65048543689386, 0.03836930455635501
94.3689320388357, 0.004796163069544335
97.47572815534066, 0.004796163069544335
100.5825242718456, 0.004796163069544335
