# Here we have digitized Fig. 5.4 of Stefans Diss.
# For each threshold we will give the histogram points.
# Threshold: 3.75
# nSpots, rel counts
11.068493150685384, 0.004796163069544113
13.041095890411285, 0.033573141486810565
15.013698630137185, 0.09592326139088714
16.986301369863085, 0.1918465227817745
18.958904109589, 0.38848920863309344
21.150684931506675, 0.580335731414868
23.12328767123259, 0.7482014388489209
25.09589041095849, 0.86810551558753
27.06849315068439, 0.7146282973621103
29.041095890410304, 0.5707434052757794
31.01369863013622, 0.3932853717026379
32.98630136986213, 0.22062350119904073
34.95890410958803, 0.1151079136690647
36.93150684931395, 0.052757793764987904
38.904109589039834, 0.014388489208633004
40.87671232876575, 0.014388489208633004
43.06849315068344, 0.00959232613908867
