# Here we have digitized Fig. 5.4 of Stefans Diss.
# For each threshold we will give the histogram points.
# Threshold: 3.0
# nSpots, rel counts
82.06896551724138, 0
86.20689655172414, 0.004830917874396379
90.3448275862069, 0.04830917874396157
93.96551724137932, 0.10628019323671523
98.10344827586208, 0.21739130434782628
102.24137931034484, 0.4492753623188408
106.3793103448276, 0.6135265700483093
110, 0.743961352657005
114.13793103448276, 0.9275362318840581
118.27586206896552, 0.8357487922705316
121.89655172413794, 0.6521739130434785
126.0344827586207, 0.3961352657004832
130.17241379310346, 0.2995169082125606
133.79310344827587, 0.1400966183574881
137.93103448275863, 0.05797101449275388
142.0689655172414, 0.019323671497584627
146.20689655172416, 0.004830917874396379
149.82758620689657, 0
154.48275862068968, 0
158.1034482758621, 0
