# Here we have digitized Fig. 5.4 of Stefans Diss.
# For each threshold we will give the histogram points.
# Threshold: 4.25
# nSpots, rel counts
0.5182186234817365, 0.004796163069527459
1.5546558704453162, 0.00959232613907135
2.4615384615384457, 0.038369304556338246
3.4979757085020253, 0.1247002398081376
4.534412955465605, 0.2637889688249264
5.4412955465587345, 0.3980815347721707
6.477732793522314, 0.6235011990407588
7.514170040485894, 0.8201438848920808
8.421052631579027, 0.834532374100714
9.457489878542606, 0.8201438848920808
10.493927125506183, 0.7769784172661809
11.530364372469766, 0.5275779376498704
12.566801619433338, 0.3980815347721707
13.603238866396918, 0.2829736211031042
14.510121457490055, 0.14868105515586016
15.546558704453634, 0.09592326139087115
16.453441295546764, 0.043165467625883025
17.489878542510343, 0.019184652278160463
18.526315789473923, 0.014388489208615685
19.433198380567053, 0.00959232613907135
